,0
0,21.30195121951219
1,15.156097560975606
2,19.49585365853659
3,20.936341463414628
4,23.1309756097561
5,14.560243902439025
6,13.080487804878054
7,19.39878048780489
8,20.663658536585373
9,12.674634146341457
10,21.9790243902439
11,23.557804878048795
12,26.397317073170747
13,26.615853658536597
14,23.682439024390263
15,11.407317073170736
16,26.236341463414654
17,24.56804878048783
18,21.12829268292684
19,20.794390243902434
20,13.026341463414632
21,17.244878048780485
22,19.027317073170742
23,26.037560975609765
24,23.487804878048784
25,19.15926829268293
26,31.163170731707318
27,22.13219512195122
28,17.294390243902452
29,15.13878048780488
30,17.128292682926833
31,21.1460975609756
32,22.849024390243887
33,18.248048780487803
34,21.715853658536574
35,20.526097560975618
36,24.445853658536578
37,19.912926829268283
38,14.076341463414634
39,14.810487804878047
40,24.34243902439024
41,15.468780487804887
42,12.073902439024389
43,26.76634146341462
44,12.153414634146335
45,19.85829268292684
46,17.87268292682928
47,29.583414634146337
48,13.516341463414628
49,16.59634146341463
50,20.123414634146343
51,17.483902439024394
52,20.231951219512204
53,13.487804878048783
54,21.602926829268306
55,27.899756097561
56,18.98
57,19.79219512195122
58,16.096829268292687
59,26.155853658536575
60,35.93902439024391
61,20.63853658536584
62,20.429512195121955
63,14.793170731707319
64,21.68414634146342
65,26.619024390243904
66,26.16975609756097
67,27.271707317073158
68,15.658780487804872
69,17.25536585365853
70,11.535121951219514
71,20.176829268292693
72,21.39268292682927
73,17.593902439024394
74,19.655121951219517
75,22.19414634146343
76,19.635365853658545
77,21.748536585365862
78,24.394878048780484
79,16.991707317073168
80,28.082195121951226
81,16.833658536585368
82,25.639268292682928
83,28.30512195121952
84,26.724146341463427
85,21.58951219512196
86,20.873170731707326
87,13.402682926829272
88,22.735121951219508
89,27.512439024390265
90,18.651707317073175
91,30.281707317073174
92,16.10317073170732
93,28.8509756097561
94,30.89756097560974
95,21.883170731707327
96,25.045609756097576
97,20.980731707317066
98,13.279024390243897
99,17.269756097560972
100,22.805609756097567
101,20.506585365853645
102,18.668536585365864
103,12.349512195121946
104,22.81756097560975
105,18.829268292682936
106,27.432439024390245
107,17.00048780487804
108,25.19975609756096
109,22.95682926829269
110,19.61365853658537
111,20.385365853658527
112,23.084878048780496
113,19.846585365853652
114,19.309268292682926
115,15.679024390243898
116,31.83000000000001
117,19.481463414634135
118,19.654390243902444
119,15.509756097560977
120,24.649268292682933
121,32.50560975609757
122,20.489512195121964
123,22.49585365853658
124,23.35463414634147
125,25.560000000000013
126,22.39463414634147
127,31.04268292682926
128,24.410243902439014
129,41.31658536585366
130,42.0858536585366
131,22.28999999999999
132,39.68365853658537
133,36.36975609756098
134,24.21756097560976
135,18.19853658536586
136,21.118536585365852
137,24.989268292682915
138,21.445121951219505
139,30.422926829268295
140,22.56097560975611
141,29.159024390243914
142,19.550243902439025
143,13.786585365853664
144,17.31536585365853
145,27.43634146341462
146,11.354390243902436
147,13.624634146341464
148,12.392195121951213
149,14.80560975609756
150,14.472195121951223
151,14.699268292682932
152,13.43560975609756
153,11.904146341463411
154,12.189756097560975
155,14.558536585365855
156,19.311707317073168
157,17.39853658536587
158,15.970975609756108
159,14.922195121951217
160,20.973414634146337
161,24.682682926829273
162,18.204390243902434
163,16.939512195121964
164,14.973902439024386
165,16.627804878048778
166,13.127560975609757
167,12.533658536585365
168,11.85853658536586
169,12.093414634146349
170,22.73780487804879
171,17.815853658536593
172,13.724634146341465
173,16.975609756097548
174,12.88585365853659
175,15.475609756097553
176,20.04390243902438
177,15.175121951219511
178,15.741951219512197
179,17.612195121951213
